PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,data_quality_score,lead_time_days,total_original_value,total_negotiated_value,cost_savings,savings_percentage,defect_rate,quality_score,order_year,order_month,order_quarter,order_day_of_week,order_day_of_month,order_week_of_year,order_month_name,order_day_name,order_season,order_is_weekend,order_is_month_end,order_is_quarter_end,lead_time_category,lead_time_vs_median,is_fast_delivery,is_slow_delivery,supplier_total_orders,supplier_total_quantity,supplier_avg_order_quantity,supplier_total_spend,supplier_avg_order_value,supplier_avg_lead_time,supplier_lead_time_consistency,supplier_avg_defect_rate,supplier_quality_consistency,supplier_avg_savings_rate,supplier_savings_consistency,supplier_delivery_score,supplier_quality_score,supplier_overall_score,supplier_tier,price_change_absolute,price_change_ratio,negotiation_effectiveness,order_size_category,is_high_value_order,defect_severity,is_perfect_order,compliance_score,delivery_risk,quality_risk,compliance_risk,composite_risk_score,risk_level
PO-00561,Alpha_Inc,2022-10-21,2022-11-10,Office Supplies,Delivered,1126,55.22,50.38,0.0,Yes,100,20.0,62177.72,56727.880000000005,5449.8399999999965,8.76,0.0,100.0,2022,10,4,4,21,42,October,Friday,Fall,False,False,False,Extended,9.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,4.839999999999996,0.9123505976095618,Successful,Medium,False,,True,,1,0,0,1,Medium
PO-00562,Gamma_Co,2022-08-04,2022-08-19,MRO,Delivered,1645,72.17,64.0,79.0,Yes,100,15.0,118719.65,105280.0,13439.650000000009,11.32,4.8,95.2,2022,8,3,3,4,31,August,Thursday,Summer,False,False,False,Extended,4.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,8.170000000000002,0.8867950672024386,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00563,Beta_Supplies,2023-03-17,2023-03-20,Packaging,Delivered,1053,100.92,92.35,104.0,Yes,100,3.0,106268.76,97244.55,9024.210000000006,8.49,9.88,90.12,2023,3,1,4,17,11,March,Friday,Spring,False,False,True,Express,-8.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,8.570000000000007,0.9150812524772096,Successful,Large,False,Poor,False,,0,1,0,1,Medium
PO-00564,Epsilon_Group,2023-08-17,2023-08-29,MRO,Delivered,1693,83.14,73.3,62.0,Yes,100,12.0,140756.02,124096.9,16659.119999999995,11.84,3.66,96.34,2023,8,3,3,17,33,August,Thursday,Summer,False,False,False,Standard,1.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,9.840000000000003,0.8816454173682944,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00565,Epsilon_Group,2023-09-14,2023-10-03,Raw Materials,Pending,54,32.28,28.65,3.0,Yes,100,19.0,1743.12,1547.1,196.0200000000002,11.25,5.56,94.44,2023,9,3,3,14,37,September,Thursday,Fall,False,False,True,Extended,8.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,3.6300000000000026,0.8875464684014869,Successful,Small,False,Poor,False,,0,1,0,1,Medium
PO-00566,Epsilon_Group,2023-11-02,2023-11-07,Packaging,Delivered,1176,14.22,12.21,33.0,Yes,100,5.0,16722.72,14358.96,2363.76,14.14,2.81,97.19,2023,11,4,3,2,44,November,Thursday,Fall,False,False,False,Express,-6.0,True,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,2.01,0.8586497890295359,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00567,Epsilon_Group,2022-11-26,2022-12-08,Raw Materials,Delivered,1269,35.28,33.7,35.0,Yes,100,12.0,44770.32,42765.3,2005.0199999999968,4.48,2.76,97.24,2022,11,4,5,26,47,November,Saturday,Fall,True,False,False,Standard,1.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,1.5799999999999983,0.9552154195011339,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00568,Epsilon_Group,2023-04-22,2023-04-25,Raw Materials,Delivered,823,68.32,64.46,19.0,Yes,100,3.0,56227.35999999999,53050.579999999994,3176.779999999999,5.65,2.31,97.69,2023,4,2,5,22,16,April,Saturday,Spring,True,False,False,Express,-8.0,True,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,3.8599999999999994,0.9435011709601874,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00569,Beta_Supplies,2023-03-29,2023-04-15,Electronics,Delivered,926,15.65,13.49,94.0,No,100,17.0,14491.9,12491.74,2000.16,13.8,10.15,89.85,2023,3,1,2,29,13,March,Wednesday,Spring,False,True,True,Extended,6.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,2.16,0.8619808306709265,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00570,Delta_Logistics,2023-03-29,2023-04-09,Electronics,Cancelled,1041,58.5,52.54,170.0,No,100,11.0,60898.5,54694.14,6204.360000000001,10.19,16.33,83.67,2023,3,1,2,29,13,March,Wednesday,Spring,False,True,True,Standard,0.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,5.960000000000001,0.8981196581196581,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00571,Gamma_Co,2023-11-23,2023-12-01,Electronics,Pending,933,70.72,65.47,42.0,Yes,100,8.0,65981.76,61083.51,4898.249999999993,7.42,4.5,95.5,2023,11,4,3,23,47,November,Thursday,Fall,False,False,False,Standard,-3.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,5.25,0.9257635746606335,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00572,Delta_Logistics,2022-08-07,,Raw Materials,Delivered,1423,41.48,40.9,199.0,Yes,100,,59026.03999999999,58200.7,825.3399999999965,1.4,13.98,86.02,2022,8,3,6,7,31,August,Sunday,Summer,True,False,False,,,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,0.5799999999999983,0.9860173577627773,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00573,Delta_Logistics,2023-06-08,2023-06-14,MRO,Delivered,96,86.13,80.32,12.0,No,100,6.0,8268.48,7710.719999999999,557.7600000000002,6.75,12.5,87.5,2023,6,2,3,8,23,June,Thursday,Summer,False,False,True,Express,-5.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,5.810000000000002,0.9325438290955532,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00574,Epsilon_Group,2023-04-30,2023-05-13,MRO,Delivered,916,21.06,19.53,25.0,Yes,100,13.0,19290.96,17889.48,1401.4799999999996,7.26,2.73,97.27,2023,4,2,6,30,17,April,Sunday,Spring,True,True,False,Standard,2.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,1.5299999999999976,0.9273504273504275,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00575,Epsilon_Group,2022-06-23,,Raw Materials,Delivered,872,17.18,16.63,20.0,Yes,100,,14980.96,14501.36,479.6000000000003,3.2,2.29,97.71,2022,6,2,3,23,25,June,Thursday,Summer,False,False,True,,,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,0.5500000000000007,0.9679860302677532,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00576,Beta_Supplies,2023-11-06,2023-11-15,Electronics,Delivered,985,83.85,80.88,0.0,No,100,9.0,82592.25,79666.79999999999,2925.4500000000116,3.54,0.0,100.0,2023,11,4,0,6,45,November,Monday,Fall,False,False,False,Standard,-2.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,2.969999999999999,0.9645796064400716,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00577,Gamma_Co,2022-03-28,2022-04-04,Raw Materials,Delivered,1893,55.14,50.1,98.0,Yes,100,7.0,104380.02,94839.3,9540.72,9.14,5.18,94.82,2022,3,1,0,28,13,March,Monday,Spring,False,True,True,Express,-4.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,5.039999999999999,0.9085963003264418,Successful,Large,False,Poor,False,,0,1,0,1,Medium
PO-00578,Alpha_Inc,2022-10-18,,MRO,Delivered,705,75.19,69.55,19.0,Yes,100,,53008.95,49032.75,3976.199999999997,7.5,2.7,97.3,2022,10,4,1,18,42,October,Tuesday,Fall,False,False,False,,,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,5.640000000000001,0.9249900252693177,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00579,Delta_Logistics,2023-06-12,2023-06-28,MRO,Delivered,318,53.31,51.78,0.0,No,100,16.0,16952.58,16466.04,486.5400000000009,2.87,0.0,100.0,2023,6,2,0,12,24,June,Monday,Summer,False,False,True,Extended,5.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,1.5300000000000011,0.9712999437253799,Successful,Small,False,,True,,0,0,0,0,Low
PO-00580,Alpha_Inc,2023-11-11,2023-11-16,Office Supplies,Pending,419,35.72,32.74,7.0,Yes,100,5.0,14966.68,13718.06,1248.619999999999,8.34,1.67,98.33,2023,11,4,5,11,45,November,Saturday,Fall,True,False,False,Express,-6.0,True,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,2.979999999999997,0.9165733482642778,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00581,Gamma_Co,2023-10-11,2023-10-26,MRO,Delivered,685,92.51,90.05,38.0,Yes,100,15.0,63369.350000000006,61684.25,1685.1000000000058,2.66,5.55,94.45,2023,10,4,2,11,41,October,Wednesday,Fall,False,False,False,Extended,4.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,2.460000000000008,0.9734082801859257,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00582,Delta_Logistics,2023-09-27,2023-10-12,Office Supplies,Partially Delivered,1179,90.14,82.63,194.0,Yes,100,15.0,106275.06,97420.77,8854.290000000008,8.33,16.45,83.55,2023,9,3,2,27,39,September,Wednesday,Fall,False,False,True,Extended,4.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,7.510000000000005,0.9166851564233414,Successful,Large,False,Critical,False,,0,1,0,1,Medium
PO-00583,Alpha_Inc,2022-12-10,,Raw Materials,Delivered,1743,76.51,65.88,40.0,Yes,100,,133356.93000000002,114828.84,18528.090000000026,13.89,2.29,97.71,2022,12,4,5,10,49,December,Saturday,Winter,True,False,True,,,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,10.63000000000001,0.8610639132139588,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00584,Alpha_Inc,2022-04-06,2022-04-17,MRO,Delivered,1732,35.01,34.18,40.0,Yes,100,11.0,60637.32,59199.76,1437.5599999999977,2.37,2.31,97.69,2022,4,2,2,6,14,April,Wednesday,Spring,False,False,False,Standard,0.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,0.8299999999999983,0.9762924878606113,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00585,Beta_Supplies,2022-08-29,2022-09-01,Office Supplies,Delivered,706,65.33,62.06,60.0,No,100,3.0,46122.98,43814.36,2308.6199999999953,5.01,8.5,91.5,2022,8,3,0,29,35,August,Monday,Summer,False,True,False,Express,-8.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,3.269999999999996,0.949946425838053,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00586,Gamma_Co,2023-11-20,2023-11-30,MRO,Cancelled,169,47.16,43.4,0.0,Yes,100,10.0,7970.039999999999,7334.599999999999,635.4399999999996,7.97,0.0,100.0,2023,11,4,0,20,47,November,Monday,Fall,False,False,False,Standard,-1.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,3.759999999999998,0.9202714164546226,Successful,Small,False,,True,,0,0,0,0,Low
PO-00587,Gamma_Co,2022-11-14,2022-11-20,Office Supplies,Pending,880,19.15,18.69,0.0,No,100,6.0,16852.0,16447.2,404.7999999999993,2.4,0.0,100.0,2022,11,4,0,14,46,November,Monday,Fall,False,False,False,Express,-5.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,0.4599999999999973,0.9759791122715407,Successful,Small,False,,True,,0,0,0,0,Low
PO-00588,Gamma_Co,2022-08-19,2022-08-25,MRO,Delivered,1860,95.8,92.17,105.0,No,100,6.0,178188.0,171436.2,6751.799999999988,3.79,5.65,94.35,2022,8,3,4,19,33,August,Friday,Summer,False,False,False,Express,-5.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,3.6299999999999955,0.9621085594989562,Successful,Large,True,Poor,False,,0,1,0,1,Medium
PO-00589,Delta_Logistics,2022-07-23,2022-08-09,MRO,Delivered,1677,22.98,21.71,246.0,Yes,100,17.0,38537.46,36407.67,2129.790000000001,5.53,14.67,85.33,2022,7,3,5,23,29,July,Saturday,Summer,True,False,False,Extended,6.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,1.2699999999999996,0.9447345517841601,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00590,Beta_Supplies,2022-05-31,2022-06-07,Packaging,Partially Delivered,1131,97.43,91.28,103.0,Yes,100,7.0,110193.33,103237.68,6955.649999999994,6.31,9.11,90.89,2022,5,2,1,31,22,May,Tuesday,Spring,False,True,False,Express,-4.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,6.150000000000006,0.9368777583906394,Successful,Large,False,Poor,False,,0,1,0,1,Medium
PO-00591,Epsilon_Group,2022-01-26,2022-02-03,Raw Materials,Cancelled,1419,50.14,43.46,0.0,Yes,100,8.0,71148.66,61669.74,9478.920000000006,13.32,0.0,100.0,2022,1,1,2,26,4,January,Wednesday,Winter,False,False,False,Standard,-3.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,6.68,0.8667730355005984,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00592,Delta_Logistics,2022-02-17,2022-02-18,Raw Materials,Pending,790,26.8,25.62,115.0,Yes,100,1.0,21172.0,20239.8,932.2000000000008,4.4,14.56,85.44,2022,2,1,3,17,7,February,Thursday,Winter,False,False,False,Express,-10.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,1.1799999999999997,0.9559701492537314,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00593,Gamma_Co,2022-09-08,2022-09-27,MRO,Pending,1547,61.12,53.43,77.0,Yes,100,19.0,94552.64,82656.21,11896.429999999991,12.58,4.98,95.02,2022,9,3,3,8,36,September,Thursday,Fall,False,False,True,Extended,8.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,7.689999999999998,0.8741819371727749,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00594,Delta_Logistics,2023-05-02,2023-05-20,Office Supplies,Cancelled,166,95.65,94.48,23.0,Yes,100,18.0,15877.9,15683.68,194.22000000000116,1.22,13.86,86.14,2023,5,2,1,2,18,May,Tuesday,Spring,False,False,False,Extended,7.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,1.1700000000000017,0.9877679038159958,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00595,Alpha_Inc,2023-09-18,2023-09-21,Electronics,Delivered,1903,83.49,82.33,43.0,Yes,100,3.0,158881.47,156673.99,2207.4800000000105,1.39,2.26,97.74,2023,9,3,0,18,38,September,Monday,Fall,False,False,True,Express,-8.0,True,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,1.1599999999999966,0.9861061204934723,Successful,Large,True,Good,False,,0,0,0,0,Low
PO-00596,Delta_Logistics,2022-03-16,2022-03-29,Office Supplies,Partially Delivered,840,83.42,80.35,153.0,Yes,100,13.0,70072.8,67494.0,2578.800000000003,3.68,18.21,81.78999999999999,2022,3,1,2,16,11,March,Wednesday,Spring,False,False,True,Standard,2.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,3.0700000000000074,0.9631982737952528,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00597,Delta_Logistics,2023-04-12,,MRO,Delivered,1200,74.49,64.63,161.0,Yes,100,,89388.0,77556.0,11832.0,13.24,13.42,86.58,2023,4,2,2,12,15,April,Wednesday,Spring,False,False,False,,,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,9.86,0.867633239360988,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00598,Gamma_Co,2023-03-01,2023-03-18,Raw Materials,Delivered,1466,77.37,70.35,72.0,Yes,100,17.0,113424.42,103133.1,10291.320000000022,9.07,4.91,95.09,2023,3,1,2,1,9,March,Wednesday,Spring,False,False,True,Extended,6.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,7.02000000000001,0.9092671578131057,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00599,Alpha_Inc,2023-10-07,2023-10-21,Office Supplies,Delivered,1981,95.5,94.39,49.0,Yes,100,14.0,189185.5,186986.59,2198.9100000000035,1.16,2.47,97.53,2023,10,4,5,7,40,October,Saturday,Fall,True,False,False,Standard,3.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,1.1099999999999994,0.9883769633507854,Successful,Large,True,Good,False,,0,0,0,0,Low
PO-00600,Gamma_Co,2023-08-13,2023-08-16,Packaging,Delivered,1062,35.55,32.38,0.0,Yes,100,3.0,37754.1,34387.560000000005,3366.5399999999936,8.92,0.0,100.0,2023,8,3,6,13,32,August,Sunday,Summer,True,False,False,Express,-8.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,3.1699999999999946,0.9108298171589312,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00601,Alpha_Inc,2022-07-19,2022-07-30,MRO,Delivered,1714,55.67,55.09,42.0,Yes,100,11.0,95418.38,94424.26,994.1199999999952,1.04,2.45,97.55,2022,7,3,1,19,29,July,Tuesday,Summer,False,False,False,Standard,0.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,0.5799999999999983,0.989581462187893,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00602,Alpha_Inc,2023-12-15,2023-12-30,Office Supplies,Delivered,1131,33.35,31.28,23.0,Yes,100,15.0,37718.85,35377.68,2341.1699999999983,6.21,2.03,97.97,2023,12,4,4,15,50,December,Friday,Winter,False,False,True,Extended,4.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,2.0700000000000003,0.9379310344827586,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00603,Alpha_Inc,2023-01-29,2023-02-15,Office Supplies,Delivered,683,104.82,101.34,0.0,Yes,100,17.0,71592.06,69215.22,2376.8399999999965,3.32,0.0,100.0,2023,1,1,6,29,4,January,Sunday,Winter,True,True,False,Extended,6.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,3.4799999999999898,0.9668002289639382,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00604,Gamma_Co,2023-05-22,2023-06-09,Packaging,Partially Delivered,562,102.56,90.88,38.0,Yes,100,18.0,57638.72,51074.56,6564.1600000000035,11.39,6.76,93.24,2023,5,2,0,22,21,May,Monday,Spring,False,False,False,Extended,7.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,11.680000000000007,0.8861154446177847,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00605,Alpha_Inc,2023-02-14,2023-02-20,Electronics,Delivered,1824,14.43,14.11,36.0,Yes,100,6.0,26320.32,25736.64,583.6800000000003,2.22,1.97,98.03,2023,2,1,1,14,7,February,Tuesday,Winter,False,False,False,Express,-5.0,True,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,0.3200000000000003,0.9778239778239778,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00606,Beta_Supplies,2022-09-07,2022-09-12,Electronics,Partially Delivered,851,76.44,74.76,91.0,Yes,100,5.0,65050.439999999995,63620.76,1429.679999999993,2.2,10.69,89.31,2022,9,3,2,7,36,September,Wednesday,Fall,False,False,True,Express,-6.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,1.6799999999999926,0.9780219780219781,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00607,Beta_Supplies,2022-06-01,2022-06-03,Office Supplies,Delivered,1169,95.6,82.16,103.0,Yes,100,2.0,111756.4,96045.04,15711.36,14.06,8.81,91.19,2022,6,2,2,1,22,June,Wednesday,Summer,False,False,True,Express,-9.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,13.439999999999998,0.8594142259414226,Successful,Large,False,Poor,False,,0,1,0,1,Medium
PO-00608,Epsilon_Group,2023-11-03,2023-11-20,MRO,Delivered,1711,29.14,26.35,48.0,Yes,100,17.0,49858.54,45084.850000000006,4773.689999999995,9.57,2.81,97.19,2023,11,4,4,3,44,November,Friday,Fall,False,False,False,Extended,6.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,2.789999999999999,0.9042553191489362,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00609,Beta_Supplies,2023-12-06,2023-12-12,Packaging,Pending,1191,68.14,61.71,112.0,Yes,100,6.0,81154.74,73496.61,7658.130000000005,9.44,9.4,90.6,2023,12,4,2,6,49,December,Wednesday,Winter,False,False,True,Express,-5.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,6.43,0.9056354564132668,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00610,Epsilon_Group,2022-01-06,2022-01-14,Electronics,Delivered,609,92.39,82.75,29.0,Yes,100,8.0,56265.51,50394.75,5870.760000000002,10.43,4.76,95.24,2022,1,1,3,6,1,January,Thursday,Winter,False,False,False,Standard,-3.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,9.64,0.8956597034311072,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00611,Beta_Supplies,2022-04-20,2022-05-07,Office Supplies,Delivered,1674,13.25,11.77,181.0,Yes,100,17.0,22180.5,19702.98,2477.5200000000004,11.17,10.81,89.19,2022,4,2,2,20,16,April,Wednesday,Spring,False,False,False,Extended,6.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,1.4800000000000004,0.8883018867924528,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00612,Gamma_Co,2023-03-12,2023-03-15,MRO,Delivered,537,77.86,71.18,20.0,Yes,100,3.0,41810.82,38223.66,3587.159999999996,8.58,3.72,96.28,2023,3,1,6,12,10,March,Sunday,Spring,True,False,True,Express,-8.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,6.679999999999993,0.9142049833033651,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00613,Epsilon_Group,2022-08-13,2022-08-31,Electronics,Delivered,1310,38.05,37.0,45.0,Yes,100,18.0,49845.49999999999,48470.0,1375.4999999999927,2.76,3.44,96.56,2022,8,3,5,13,32,August,Saturday,Summer,True,False,False,Extended,7.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,1.0499999999999972,0.9724047306176085,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00614,Delta_Logistics,2022-06-30,2022-07-10,Raw Materials,Delivered,1958,95.53,91.72,308.0,Yes,100,10.0,187047.74,179587.76,7459.979999999981,3.99,15.73,84.27,2022,6,2,3,30,26,June,Thursday,Summer,False,True,True,Standard,-1.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,3.8100000000000023,0.9601172406573851,Successful,Large,True,Critical,False,,0,1,0,1,Medium
PO-00615,Delta_Logistics,2023-12-14,2023-12-17,Office Supplies,Delivered,946,108.6,101.78,146.0,Yes,100,3.0,102735.6,96283.88,6451.719999999987,6.28,15.43,84.57,2023,12,4,3,14,50,December,Thursday,Winter,False,False,True,Express,-8.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,6.819999999999993,0.9372007366482505,Successful,Large,False,Critical,False,,0,1,0,1,Medium
PO-00616,Beta_Supplies,2023-06-15,2023-06-21,Packaging,Partially Delivered,1345,103.06,95.14,0.0,Yes,100,6.0,138615.7,127963.3,10652.400000000009,7.68,0.0,100.0,2023,6,2,3,15,24,June,Thursday,Summer,False,False,True,Express,-5.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,7.920000000000002,0.9231515621967785,Successful,Large,False,,True,,0,0,0,0,Low
